City_ID,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
425,-20.7333,139.5,74.97,73,1,5.75,AU,1675974579
426,-0.7747,-47.1772,79.05,81,13,6.55,BR,1675974771
427,0.3925,9.4537,82.42,78,20,6.91,GA,1675974771
428,50.7714,0.1027,44.71,94,35,5.64,GB,1675974771
429,-21.3393,55.4781,78.48,73,0,3.44,RE,1675974490
430,-46.1333,167.6833,55.65,57,50,3.51,NZ,1675974772
431,20.2667,73.0167,72.28,27,61,2.98,IN,1675974772
432,-6.1349,12.3689,79.83,80,43,7.7,AO,1675974773
433,39.1763,8.9718,44.01,77,0,4.61,IT,1675974773
434,-35.3333,-72.4167,71.44,57,18,19.66,CL,1675974773
435,52.9999,-122.5029,39.7,60,20,11.5,CA,1675974537
436,66.8014,65.8081,16.57,96,100,5.79,RU,1675974774
437,-2.9667,-47.4833,77.65,88,77,1.28,BR,1675974702
438,57.6198,63.0784,24.19,87,99,9.91,RU,1675974774
439,9.49,76.3264,75.4,89,20,4.76,IN,1675974775
440,41.1754,29.6133,41.58,72,100,8.01,TR,1675974595
441,67.45,153.6833,-47.72,100,80,5.59,RU,1675974775
442,44.8408,-93.2983,38.8,74,100,19.57,US,1675974510
443,-23.865,35.3833,79.74,85,53,12.95,MZ,1675974776
444,20.0489,-75.9469,83.64,51,20,20.71,CU,1675974776
445,-13.8833,167.55,82.45,71,88,14.99,VU,1675974777
446,18.4726,120.5763,74.97,70,100,5.17,PH,1675974777
447,20.7833,86.7667,65.75,91,59,4.34,IN,1675974778
448,28.2333,83.9833,52.72,54,19,4.74,NP,1675974778
449,41.3042,-82.9752,57.74,66,63,26.6,US,1675974779
450,42.8,93.45,33.06,39,75,2.39,CN,1675974779
451,36.5583,104.2081,20.86,88,47,2.33,CN,1675974780
452,34.6959,44.9661,42.42,61,1,5.61,IQ,1675974780
453,41.7668,-72.7662,48.38,64,100,3.0,US,1675974781
454,22.8909,-109.9124,81.61,43,75,8.05,MX,1675974260
455,-24.7859,-65.4117,79.57,64,75,13.8,AR,1675974560
456,43.801,87.6005,13.15,92,75,2.24,CN,1675974781
457,45.4375,40.5756,12.49,89,26,8.3,RU,1675974782
458,43.0369,74.7114,23.04,86,100,13.42,KZ,1675974783
459,-45.8667,-67.5,85.86,26,0,18.41,AR,1675974784
460,20.0667,-89.05,85.64,46,66,6.15,MX,1675974844
461,62.1564,-7.1664,32.92,64,100,9.22,FO,1675974845
462,53.9606,105.8817,-4.32,100,94,1.92,RU,1675974847
463,53.2396,20.17,29.57,72,100,13.94,PL,1675974848
464,6.1241,81.1185,74.66,84,99,10.45,LK,1675974848
465,-37.8333,140.7667,58.57,79,0,6.49,AU,1675974849
466,-29.9533,-71.3436,73.13,64,20,12.66,CL,1675974533
467,-36.0833,146.9167,63.14,100,0,1.01,AU,1675974849
468,-13.1256,38.9997,69.89,99,100,4.16,MZ,1675974850
469,31.4638,-100.437,68.9,27,0,8.05,US,1675974651
470,-23.85,151.25,73.78,73,99,5.75,AU,1675974711
471,66.3167,-179.1667,-24.88,92,89,6.62,RU,1675974262
472,13.0878,80.2785,76.98,78,20,0.0,IN,1675974676
473,-25.4,-70.4833,72.68,70,29,4.76,CL,1675974697
474,26.7693,31.5021,57.58,30,100,7.67,EG,1675974851
475,3.5167,39.0584,73.62,36,4,10.2,KE,1675974851
476,57.4028,67.0786,22.87,94,99,7.96,RU,1675974852
477,66.0449,-17.3389,14.67,77,88,17.78,IS,1675974852
478,30.2131,-93.2044,70.02,40,0,8.05,US,1675974827
479,2.0371,45.3438,77.76,82,7,16.62,SO,1675974853
480,-16.7833,47.65,72.21,85,100,6.69,MG,1675974853
481,40.4272,71.7189,30.92,86,75,4.61,UZ,1675974854
482,58.8053,-122.7002,15.94,75,100,4.0,CA,1675974612
483,36.7281,-108.2187,41.77,20,0,11.5,US,1675974855
484,53.6,25.8333,21.27,86,47,10.83,BY,1675974855
485,60.8156,-115.7999,-0.44,77,75,10.36,CA,1675974855
486,50.7587,59.5386,4.77,93,73,9.55,RU,1675974856
487,-12.3648,27.8229,61.7,96,88,3.74,ZM,1675974857
488,36.7496,-3.0206,51.39,70,66,18.25,ES,1675974857
489,30.3935,-86.4958,71.65,85,0,6.91,US,1675974638
490,-17.8833,15.0667,78.85,34,49,9.64,NA,1675974858
491,38.4167,77.2406,29.93,58,26,7.99,CN,1675974858
492,54.7804,-127.1743,34.12,93,100,12.66,CA,1675974633
493,-31.6333,-60.7,99.01,14,20,2.86,AR,1675974326
494,43.4647,-3.8044,48.45,79,0,3.44,ES,1675974681
495,51.0693,-1.7957,41.97,84,100,5.75,GB,1675974614
496,-25.2986,152.8535,76.06,75,19,20.42,AU,1675974780
497,-21.15,149.2,75.69,77,27,8.16,AU,1675974859
498,40.9995,-75.1813,54.68,79,100,7.99,US,1675974860
499,43.3665,-124.2179,57.24,81,0,10.36,US,1675974860
500,61.3833,152.75,-38.2,99,98,2.3,RU,1675974861
501,64.1835,-51.7216,20.01,93,100,13.8,GL,1675974861
502,-42.913,147.3532,58.89,94,75,0.0,AU,1675974862
503,-3.1374,142.3475,75.92,94,100,8.21,PG,1675974863
504,47.7941,-64.9386,21.74,77,62,9.71,CA,1675974759
505,37.4695,-105.87,28.38,31,40,6.91,US,1675974864
506,42.0479,13.9291,34.56,98,100,3.02,IT,1675974864
507,-19.0595,-169.9187,80.49,83,75,6.91,NU,1675974925
508,49.2544,9.8458,29.1,77,75,4.61,DE,1675974925
509,50.2334,-63.5986,15.8,52,0,16.11,CA,1675974335
510,43.7667,11.25,37.08,60,0,9.22,IT,1675974741
511,43.2183,22.3111,21.79,90,13,3.22,RS,1675974925
512,59.3833,143.3,-20.04,76,30,18.48,RU,1675974926
513,-28.3878,-53.9147,84.22,28,86,5.06,BR,1675974927
514,34.388,67.0233,4.8,99,80,2.89,AF,1675974928
515,42.4165,-122.8345,60.04,54,0,0.0,US,1675974799
516,58.3638,60.0407,22.03,87,76,10.69,RU,1675974928
517,6.5423,21.9863,73.74,17,8,5.17,CF,1675974929
518,44.3683,-100.351,35.85,53,100,23.02,US,1675974929
519,-34.0033,24.7314,64.99,93,0,5.79,ZA,1675974567
520,15.85,-97.0667,88.63,66,0,5.75,MX,1675974930
521,-5.2269,-75.6753,88.5,53,86,3.13,PE,1675974931
522,8.2,-59.7833,77.86,80,97,6.51,GY,1675974931
523,60.7167,-46.0333,25.81,96,100,3.62,GL,1675974931
524,-7.2167,-79.45,82.08,59,92,13.69,PE,1675974932
525,39.328,-120.1833,50.74,50,7,4.0,US,1675974932
526,37.5949,-120.9577,63.99,66,0,2.75,US,1675974815
527,7.7669,-72.225,71.78,58,95,3.69,VE,1675974933
528,15.1718,44.3244,54.12,26,6,4.38,YE,1675974339
529,-22.0016,148.0466,71.06,70,4,10.09,AU,1675974933
530,5.4833,7.0304,81.72,72,94,8.52,NG,1675974934
531,28.3667,129.4833,67.12,86,100,22.66,JP,1675974574
532,5.3833,-52.95,77.81,83,59,11.72,GF,1675974934
533,-14.7833,24.8,64.92,97,100,4.7,ZM,1675974935
534,12.7667,-2.8833,81.77,11,1,10.11,BF,1675974935
535,40.3973,-91.3849,40.08,100,100,18.41,US,1675974935
536,53.858,120.875,-3.62,99,100,2.26,RU,1675974936
537,-19.9309,-60.7718,92.43,44,98,5.19,PY,1675974936
538,8.5711,81.2335,79.25,72,49,8.86,LK,1675974936
539,-35.7167,150.1833,65.1,90,10,3.15,AU,1675974937
540,8.6226,-70.2075,88.75,41,100,4.79,VE,1675974937
541,-10.1667,123.5833,78.19,87,100,8.41,ID,1675974938
542,-8.3151,114.6025,74.35,91,100,4.38,ID,1675974939
543,-20.5831,-46.9219,75.09,86,8,2.57,BR,1675974940
544,28.6585,-17.9182,58.12,81,40,5.75,ES,1675974940
545,56.1874,52.4792,16.97,98,100,9.42,RU,1675974940
546,44.703,7.8556,33.96,60,0,5.68,IT,1675974941
547,46.9697,35.4197,23.36,67,49,5.86,UA,1675974942
548,-10.4056,-36.4344,80.33,77,5,9.69,BR,1675974942
549,-20.5667,164.2833,77.79,87,100,4.41,NC,1675974943
550,-20.3167,118.5667,84.25,84,1,12.66,AU,1675975001
551,-13.6833,24.8,63.7,97,100,4.63,ZM,1675975003
552,65.9667,29.1833,32.04,86,100,16.11,FI,1675974424
553,32.3754,15.0925,58.19,65,92,26.44,LY,1675975004
554,-23.7,133.8833,67.55,68,5,9.22,AU,1675974990
555,63.4453,120.3167,-52.74,100,79,2.21,RU,1675975004
556,-20.2833,44.2833,78.31,85,100,7.07,MG,1675975005
557,-21.35,165.15,78.08,86,100,2.91,NC,1675975005
558,-6.3264,108.32,78.08,79,100,9.82,ID,1675975005
559,24.1447,67.4497,71.29,81,0,13.8,PK,1675975006
560,63.8986,122.7617,-45.94,99,93,5.53,RU,1675975006
561,59.9445,54.9977,24.78,90,100,9.84,RU,1675975006
562,2.8197,-60.6733,85.98,62,40,9.22,BR,1675975007
563,63.7898,74.523,-6.43,100,71,7.05,RU,1675974937
564,41.0037,-80.347,70.88,52,100,6.91,US,1675975007
565,4.1363,96.1285,76.06,90,95,4.92,ID,1675975008
566,8.1222,-63.5497,86.49,49,100,11.77,VE,1675974496
567,36.6167,101.7667,23.61,33,97,2.77,CN,1675975009
568,50.6996,-127.4199,42.98,87,100,27.63,CA,1675975009
569,-13.7,-76.2167,80.65,69,0,24.16,PE,1675974574
570,-35.75,174.2,66.18,52,45,3.65,NZ,1675975009
571,41.2381,-81.8418,66.42,58,75,18.41,US,1675974798
572,50.2294,13.4119,26.91,69,47,5.48,CZ,1675975010
